Unnamed: 0,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM_score,RFM_segment,customer_category
11082,11083,34,2742,2017-04-20,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2013-03-12,1069.5500000000002,95.0,3.0,2031.0,1.0,1.0,2.0,112.0,Low Value,Evasive Customer
11083,11084,55,389,2017-02-28,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1993-06-23,1295.43,113.0,6.0,2123.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
11084,11085,61,2981,2017-08-01,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1997-08-25,64.50999999999999,52.0,7.0,2643.0,2.0,3.0,2.0,232.0,Mid Value,Losing Customer
11085,11086,55,1676,2017-03-21,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2011-04-16,1295.43,87.0,5.0,4291.0,1.0,2.0,4.0,124.0,Low Value,Evasive Customer
11086,11087,34,2679,2017-06-06,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,1069.5500000000002,85.0,6.0,3337.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11087,11088,46,401,2017-12-01,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11,1215.34,29.0,7.0,3643.0,3.0,3.0,3.0,333.0,High Value,Potential Customer
11088,11089,24,2014,2017-04-21,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2002-03-22,957.02,54.0,7.0,4281.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
11089,11090,61,653,2017-11-23,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1993-06-23,14.229999999999997,37.0,5.0,2623.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
11090,11091,93,957,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2016-03-29,834.9399999999999,38.0,5.0,2632.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
11091,11092,19,1686,2017-01-31,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,4.8,78.0,10.0,5672.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
11092,11093,68,1412,2017-08-31,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2002-08-31,1592.19,121.0,4.0,2223.0,1.0,1.0,2.0,112.0,Low Value,Evasive Customer
11093,11094,33,1171,2017-05-04,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2014-07-28,144.26,34.0,9.0,3879.0,3.0,4.0,3.0,343.0,High Value,Potential Customer
11094,11095,32,2940,2017-03-30,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2006-02-02,431.33,94.0,7.0,4384.0,1.0,3.0,4.0,134.0,Low Value,Almost Lost Customer
11095,11096,5,2092,2017-12-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,451.6500000000001,16.0,5.0,3651.0,4.0,2.0,3.0,423.0,Mid Value,Becoming Loyal
11096,11097,40,449,2017-02-09,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1998-12-17,1295.43,133.0,6.0,3292.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
11097,11098,46,331,2017-03-18,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04,1215.34,82.0,7.0,4404.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
11098,11099,26,2536,2017-11-18,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2006-11-10,1230.3000000000002,7.0,6.0,4622.0,4.0,2.0,4.0,424.0,Mid Value,Becoming Loyal
11099,11100,29,2466,2017-11-30,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,834.9399999999999,19.0,5.0,1576.0,3.0,2.0,1.0,321.0,Mid Value,Late Bloomer
11100,11101,57,1101,2017-07-04,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,1630.25,113.0,5.0,4267.0,1.0,2.0,4.0,124.0,Low Value,Evasive Customer
11101,11102,31,3217,2017-09-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,57.72999999999999,8.0,11.0,5564.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11102,11103,17,48,2017-08-03,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1993-10-02,409.8600000000001,82.0,8.0,5561.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
11103,11104,53,3066,2017-06-22,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-10-04,693.76,164.0,4.0,1516.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
11104,11105,26,28,2017-04-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1992-10-11,1230.3000000000002,83.0,6.0,3366.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11105,11106,48,628,2017-05-11,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28,812.44,54.0,5.0,1313.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
11106,11107,90,1374,2017-01-21,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,72.59999999999997,39.0,8.0,5196.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11107,11108,41,1872,2017-12-27,,Approved,Solex,Road,medium,medium,416.98,312.74,1993-04-12,104.24,3.0,6.0,2620.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
11108,11109,91,2786,2017-12-27,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26,25.08999999999999,3.0,6.0,2718.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
11109,11110,30,1010,2017-04-30,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,299.27,126.0,4.0,386.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
11110,11111,95,2554,2017-01-16,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,139.2299999999999,59.0,5.0,2883.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11111,11112,57,1969,2017-07-04,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-06-17,1630.25,17.0,6.0,2623.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
11112,11113,0,2728,2017-12-09,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,4.8,7.0,8.0,4054.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11113,11114,87,3322,2017-01-21,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1999-07-26,471.6,2.0,4.0,1066.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
11114,11115,14,2283,2017-01-30,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24,737.1700000000001,30.0,7.0,4474.0,3.0,3.0,4.0,334.0,High Value,Potential Customer
11115,11116,0,2342,2017-04-17,0.0,Approved,,,,,899.52,,,,65.0,4.0,2092.0,2.0,1.0,2.0,212.0,Low Value,Almost Lost Customer
11116,11117,30,1842,2017-03-17,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,299.27,211.0,5.0,3055.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
11117,11118,68,425,2017-01-12,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,1592.19,25.0,7.0,7388.0,3.0,3.0,4.0,334.0,High Value,Potential Customer
11118,11119,80,1564,2017-10-29,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,139.2299999999999,13.0,3.0,493.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
11119,11120,30,769,2017-02-11,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,2015-04-11,299.27,19.0,8.0,5070.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11120,11121,25,248,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-11-22,709.34,134.0,7.0,3193.0,1.0,3.0,3.0,133.0,Low Value,Almost Lost Customer
11121,11122,64,1491,2017-05-13,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,872.8900000000001,160.0,3.0,1591.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
11122,11123,73,3108,2017-03-19,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,1612.25,53.0,7.0,5916.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
11123,11124,94,2181,2017-10-04,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2004-01-16,641.64,51.0,8.0,1765.0,2.0,4.0,1.0,241.0,Mid Value,Losing Customer
11124,11125,87,3049,2017-10-23,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2006-05-22,1592.19,43.0,3.0,1833.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
11125,11126,32,1840,2017-05-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1998-12-16,471.6,98.0,7.0,2259.0,1.0,3.0,2.0,132.0,Low Value,Almost Lost Customer
11126,11127,27,2836,2017-11-10,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,110.80999999999996,13.0,10.0,4664.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11127,11128,81,2358,2017-11-09,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12,502.47,3.0,11.0,3682.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11128,11129,87,3030,2017-08-22,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25,471.6,24.0,7.0,2713.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
11129,11130,66,744,2017-12-07,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995,23.0,5.0,1267.0,3.0,2.0,1.0,321.0,Mid Value,Late Bloomer
11130,11131,61,3319,2017-03-02,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1992-10-02,14.229999999999997,22.0,7.0,2464.0,3.0,3.0,2.0,332.0,Mid Value,Potential Customer
11131,11132,39,782,2017-09-19,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,1230.27,25.0,6.0,3627.0,3.0,2.0,3.0,323.0,Mid Value,Late Bloomer
11132,11133,40,2884,2017-12-10,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,583.2700000000001,14.0,8.0,3957.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11133,11134,61,1108,2017-12-18,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997,12.0,4.0,1338.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
11134,11135,67,1359,2017-12-18,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998,12.0,2.0,1550.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
11135,11136,0,982,2017-03-08,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-03,72.59999999999997,55.0,6.0,943.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
11136,11137,30,3404,2017-02-20,1.0,Cancelled,Solex,Standard,high,medium,748.17,448.9,1991-11-10,299.27,51.0,5.0,2729.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
11137,11138,78,2256,2017-07-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-01-05,1055.82,169.0,3.0,1461.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
11138,11139,98,1477,2017-04-26,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1994-08-10,143.36,19.0,9.0,5007.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11139,11140,83,2752,2017-10-02,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2005-05-10,1408.91,12.0,4.0,3250.0,4.0,1.0,3.0,413.0,Low Value,Recent Customer
11140,11141,85,1621,2017-05-22,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,547.28,82.0,5.0,1162.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
11141,11142,15,1358,2017-05-15,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,1279.4,3.0,8.0,4113.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11142,11143,25,316,2017-12-19,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1991-08-05,709.34,11.0,4.0,2158.0,4.0,1.0,2.0,412.0,Low Value,Recent Customer
11143,11144,58,2694,2017-08-18,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,771.12,29.0,4.0,1536.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
11144,11145,19,80,2017-04-06,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,4.8,28.0,10.0,5988.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11145,11146,92,3139,2017-11-15,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2012-05-18,1630.25,11.0,3.0,1783.0,4.0,1.0,1.0,411.0,Low Value,Recent Customer
11146,11147,33,2379,2017-11-09,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2006-02-02,144.26,3.0,11.0,8252.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11147,11148,62,3349,2017-04-19,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,179.44,221.0,5.0,2496.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
11148,11149,45,3460,2017-10-11,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,356.5,55.0,9.0,8321.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
11149,11150,44,2880,2017-12-04,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,1660.88,18.0,8.0,4772.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11150,11151,78,293,2017-12-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-12-18,1055.82,10.0,5.0,1991.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
11151,11152,63,2557,2017-11-11,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.61,30.0,3.0,4540.0,3.0,1.0,4.0,314.0,Low Value,Late Bloomer
11152,11153,90,3375,2017-12-09,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1999-07-20,437.46,12.0,8.0,4285.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11153,11154,36,1180,2017-08-29,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,437.46,59.0,4.0,2305.0,2.0,1.0,2.0,212.0,Low Value,Almost Lost Customer
11154,11155,82,3137,2017-01-15,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015,116.0,7.0,2841.0,1.0,3.0,2.0,132.0,Low Value,Almost Lost Customer
11155,11156,63,1311,2017-11-23,,Approved,Solex,Standard,medium,medium,1483.2,99.59,2010-11-05,1383.61,37.0,4.0,3572.0,3.0,1.0,3.0,313.0,Low Value,Late Bloomer
11156,11157,38,1357,2017-03-03,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999995,12.0,10.0,5689.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11157,11158,50,1021,2017-04-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,431.33,28.0,8.0,5048.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11158,11159,67,3039,2017-01-23,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998,69.0,9.0,4762.0,2.0,4.0,4.0,244.0,Mid Value,Losing Customer
11159,11160,51,987,2017-08-01,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-02-09,802.26,22.0,8.0,5180.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11160,11161,95,612,2017-04-01,,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,41.13,1.0,5.0,2115.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
11161,11162,42,2988,2017-08-05,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2011-05-09,199.0999999999999,32.0,8.0,3034.0,3.0,4.0,3.0,343.0,High Value,Potential Customer
11162,11163,40,219,2017-10-29,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,583.2700000000001,40.0,7.0,1688.0,3.0,3.0,1.0,331.0,Mid Value,Potential Customer
11163,11164,92,2240,2017-10-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1998-12-17,1630.25,31.0,12.0,6128.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11164,11165,37,2071,2017-07-22,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.61,20.0,7.0,3588.0,3.0,3.0,3.0,333.0,High Value,Potential Customer
11165,11166,0,3124,2017-03-30,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2006-05-22,198.29,38.0,3.0,401.0,3.0,1.0,1.0,311.0,Low Value,Losing Customer
11166,11167,61,2859,2017-12-11,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,64.50999999999999,10.0,8.0,4153.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11167,11168,12,3310,2017-03-24,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2013-03-12,1069.5500000000002,51.0,5.0,3121.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11168,11169,88,144,2017-11-02,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,817.36,6.0,8.0,4888.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11169,11170,7,2699,2017-10-31,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2016-07-09,745.94,60.0,5.0,1757.0,2.0,2.0,1.0,221.0,Mid Value,High Risk Customer
11170,11171,5,1984,2017-04-28,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1998-12-16,114.93,48.0,7.0,7256.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
11171,11172,88,2582,2017-10-16,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,817.36,52.0,5.0,2912.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11172,11173,0,907,2017-03-28,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2015-06-17,45.96000000000001,26.0,7.0,1370.0,3.0,3.0,1.0,331.0,Mid Value,Potential Customer
11173,11174,90,3001,2017-09-17,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,72.59999999999997,104.0,4.0,3378.0,1.0,1.0,3.0,113.0,Low Value,Evasive Customer
11174,11175,43,3201,2017-10-11,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2003-02-16,502.47,21.0,7.0,5655.0,3.0,3.0,4.0,334.0,High Value,Potential Customer
11175,11176,62,3419,2017-10-03,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2003-02-07,179.44,5.0,3.0,2591.0,4.0,1.0,2.0,412.0,Low Value,Recent Customer
11176,11177,81,929,2017-05-26,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1997-08-25,64.50999999999999,56.0,5.0,2540.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
11177,11178,29,1151,2017-07-07,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2004-01-16,834.9399999999999,75.0,5.0,3449.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11178,11179,28,2120,2017-12-28,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,133.7800000000002,2.0,8.0,4543.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11179,11180,11,2763,2017-12-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1996-11-09,509.97,19.0,9.0,2910.0,3.0,4.0,3.0,343.0,High Value,Potential Customer
11180,11181,84,844,2017-02-01,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,198.22000000000003,31.0,9.0,4730.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11181,11182,24,1857,2017-09-04,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2015-05-21,957.02,87.0,5.0,3429.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
11182,11183,59,1357,2017-10-07,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,155.6500000000001,12.0,10.0,5689.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11183,11184,39,2037,2017-09-23,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,1230.27,98.0,4.0,2941.0,1.0,1.0,3.0,113.0,Low Value,Evasive Customer
11184,11185,4,658,2017-01-06,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1991-11-07,451.6500000000001,97.0,5.0,2596.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
11185,11186,60,2609,2017-02-27,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-11-05,217.51,181.0,8.0,2569.0,1.0,4.0,2.0,142.0,Low Value,Almost Lost Customer
11186,11187,82,377,2017-10-27,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015,6.0,13.0,4276.0,4.0,4.0,4.0,444.0,High Value,Platinum Customer
11187,11188,80,3372,2017-10-17,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,872.8900000000001,31.0,6.0,2684.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
11188,11189,61,1899,2017-03-10,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1998-12-17,14.229999999999997,76.0,5.0,2030.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
11189,11190,33,1502,2017-10-25,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26,26.0,9.0,6209.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11190,11191,59,1436,2017-02-08,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-10-02,327.9799999999999,72.0,5.0,3404.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11191,11192,70,1755,2017-06-01,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,198.29,48.0,6.0,3451.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11192,11193,79,1616,2017-04-26,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1991-08-05,1408.91,23.0,7.0,6150.0,3.0,3.0,4.0,334.0,High Value,Potential Customer
11193,11194,2,955,2017-03-15,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,17.869999999999997,13.0,7.0,1429.0,4.0,3.0,1.0,431.0,Mid Value,Becoming Loyal
11194,11195,0,2006,2017-01-31,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,110.56,147.0,5.0,2255.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
11195,11196,21,1673,2017-04-01,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-05-26,690.49,133.0,3.0,748.0,1.0,1.0,1.0,111.0,Low Value,Lost Customer
11196,11197,3,1472,2017-06-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999995,69.0,7.0,5011.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
11197,11198,99,2102,2017-11-15,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10,456.44999999999993,17.0,7.0,3934.0,4.0,3.0,3.0,433.0,High Value,Becoming Loyal
11198,11199,10,3225,2017-11-20,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,1103.43,8.0,7.0,4805.0,4.0,3.0,4.0,434.0,High Value,Very Loyal
11199,11200,76,1864,2017-09-14,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,128.45999999999992,24.0,11.0,3081.0,3.0,4.0,3.0,343.0,High Value,Potential Customer
11200,11201,72,2859,2017-03-09,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,771.12,10.0,8.0,4153.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11201,11202,41,2141,2017-10-15,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1993-10-02,209.84000000000003,76.0,4.0,2611.0,2.0,1.0,2.0,212.0,Low Value,Almost Lost Customer
11202,11203,13,2811,2017-05-30,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,574.6200000000001,25.0,5.0,2448.0,3.0,2.0,2.0,322.0,Mid Value,Late Bloomer
11203,11204,25,2887,2017-03-04,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1991-01-21,802.26,24.0,9.0,6202.0,3.0,4.0,4.0,344.0,High Value,Potential Customer
11204,11205,81,2680,2017-06-27,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1993-04-20,64.50999999999999,16.0,9.0,3560.0,4.0,4.0,3.0,443.0,High Value,Very Loyal
11205,11206,13,1004,2017-06-10,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,751.02,203.0,6.0,3600.0,1.0,2.0,3.0,123.0,Low Value,Evasive Customer
11206,11207,93,70,2017-12-26,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,834.9399999999999,4.0,5.0,2736.0,4.0,2.0,2.0,422.0,Mid Value,Becoming Loyal
11207,11208,60,2344,2017-05-23,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2005-10-22,217.51,47.0,6.0,2605.0,2.0,2.0,2.0,222.0,Mid Value,High Risk Customer
11208,11209,2,3430,2017-04-07,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1991-11-07,17.869999999999997,63.0,7.0,1653.0,2.0,3.0,1.0,231.0,Mid Value,Losing Customer
11209,11210,4,1808,2017-01-10,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2004-08-17,1383.61,76.0,7.0,7965.0,2.0,3.0,4.0,234.0,Mid Value,Losing Customer
11210,11211,33,604,2017-05-02,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26,69.0,6.0,4661.0,2.0,2.0,4.0,224.0,Mid Value,High Risk Customer
11211,11212,74,763,2017-08-16,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,827.1599999999999,74.0,6.0,3894.0,2.0,2.0,3.0,223.0,Mid Value,High Risk Customer
11212,11213,66,1948,2017-05-07,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995,168.0,5.0,2425.0,1.0,2.0,2.0,122.0,Low Value,Evasive Customer
