customer_id,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM_score,RFM_segment,customer_category
934,0,8,4899,4,4,4,444,High Value,Platinum Customer
935,53,7,5502,2,3,4,234,Mid Value,Losing Customer
936,32,12,9244,3,4,4,344,High Value,Potential Customer
937,15,5,2680,4,2,2,422,Mid Value,Becoming Loyal
938,61,9,4819,2,4,4,244,Mid Value,Losing Customer
939,31,4,1818,3,1,1,311,Low Value,Losing Customer
940,52,5,3256,2,2,3,223,Mid Value,High Risk Customer
941,33,10,11668,3,4,4,344,High Value,Potential Customer
942,143,4,2859,1,1,2,112,Low Value,Evasive Customer
943,112,7,6038,1,3,4,134,Low Value,Almost Lost Customer
944,85,8,1978,2,4,2,242,Mid Value,Losing Customer
945,14,7,3812,4,3,3,433,High Value,Becoming Loyal
946,2,8,6305,4,4,4,444,High Value,Platinum Customer
947,80,6,2981,2,2,3,223,Mid Value,High Risk Customer
948,100,3,1422,1,1,1,111,Low Value,Lost Customer
949,88,6,3644,1,2,3,123,Low Value,Evasive Customer
950,32,7,3609,3,3,3,333,High Value,Potential Customer
951,6,6,1740,4,2,1,421,Mid Value,Recent Customer
952,46,5,3569,2,2,3,223,Mid Value,High Risk Customer
953,11,9,5191,4,4,4,444,High Value,Platinum Customer
954,113,4,3624,1,1,3,113,Low Value,Evasive Customer
955,13,7,1429,4,3,1,431,Mid Value,Becoming Loyal
956,173,3,936,1,1,1,111,Low Value,Lost Customer
957,38,5,2632,3,2,2,322,Mid Value,Late Bloomer
958,34,6,2183,3,2,2,322,Mid Value,Late Bloomer
959,76,6,2178,2,2,2,222,Mid Value,High Risk Customer
960,78,4,3516,2,1,3,213,Low Value,High Risk Customer
961,64,4,1035,2,1,1,211,Low Value,Almost Lost Customer
962,2,7,2344,4,3,2,432,Mid Value,Becoming Loyal
963,60,12,4779,2,4,4,244,Mid Value,Losing Customer
964,1,5,2018,4,2,2,422,Mid Value,Becoming Loyal
965,60,4,3867,2,1,3,213,Low Value,High Risk Customer
966,13,4,527,4,1,1,411,Low Value,Recent Customer
967,66,4,3798,2,1,3,213,Low Value,High Risk Customer
968,35,8,4422,3,4,4,344,High Value,Potential Customer
969,17,5,2793,4,2,2,422,Mid Value,Becoming Loyal
970,33,5,2840,3,2,2,322,Mid Value,Late Bloomer
971,48,5,4015,2,2,3,223,Mid Value,High Risk Customer
972,175,2,2158,1,1,2,112,Low Value,Evasive Customer
973,8,8,6639,4,4,4,444,High Value,Platinum Customer
974,6,6,3250,4,2,3,423,Mid Value,Becoming Loyal
975,10,9,3962,4,4,3,443,High Value,Very Loyal
976,170,6,3830,1,2,3,123,Low Value,Evasive Customer
977,41,5,2449,3,2,2,322,Mid Value,Late Bloomer
978,192,5,2890,1,2,3,123,Low Value,Evasive Customer
979,5,5,3756,4,2,3,423,Mid Value,Becoming Loyal
980,177,5,3071,1,2,3,123,Low Value,Evasive Customer
981,25,7,2867,3,3,3,333,High Value,Potential Customer
982,55,6,943,2,2,1,221,Mid Value,High Risk Customer
983,1,8,6710,4,4,4,444,High Value,Platinum Customer
984,56,8,2294,2,4,2,242,Mid Value,Losing Customer
985,14,4,1690,4,1,1,411,Low Value,Recent Customer
986,75,8,4272,2,4,4,244,Mid Value,Losing Customer
987,22,8,5180,3,4,4,344,High Value,Potential Customer
988,112,2,243,1,1,1,111,Low Value,Lost Customer
989,25,6,4207,3,2,4,324,Mid Value,Potential Customer
990,11,7,2353,4,3,2,432,Mid Value,Becoming Loyal
991,147,6,2655,1,2,2,122,Low Value,Evasive Customer
992,95,2,1500,1,1,1,111,Low Value,Lost Customer
993,0,9,2738,4,4,2,442,Mid Value,Very Loyal
994,42,5,2069,3,2,2,322,Mid Value,Late Bloomer
995,11,7,6764,4,3,4,434,High Value,Very Loyal
996,63,6,4803,2,2,4,224,Mid Value,High Risk Customer
997,59,7,2923,2,3,3,233,Mid Value,Losing Customer
998,321,2,585,1,1,1,111,Low Value,Lost Customer
999,54,10,8611,2,4,4,244,Mid Value,Losing Customer
1000,0,9,5383,4,4,4,444,High Value,Platinum Customer
1001,42,7,2884,3,3,3,333,High Value,Potential Customer
1002,155,4,2254,1,1,2,112,Low Value,Evasive Customer
1003,47,9,5300,2,4,4,244,Mid Value,Losing Customer
1004,203,6,3600,1,2,3,123,Low Value,Evasive Customer
1005,159,5,4365,1,2,4,124,Low Value,Evasive Customer
1006,37,8,4687,3,4,4,344,High Value,Potential Customer
1007,20,7,3601,3,3,3,333,High Value,Potential Customer
1008,17,4,2523,4,1,2,412,Low Value,Recent Customer
1009,54,5,2385,2,2,2,222,Mid Value,High Risk Customer
1010,126,4,386,1,1,1,111,Low Value,Lost Customer
1011,242,3,1399,1,1,1,111,Low Value,Lost Customer
1012,9,4,2704,4,1,2,412,Low Value,Recent Customer
1013,95,6,2463,1,2,2,122,Low Value,Evasive Customer
1014,4,7,3933,4,3,3,433,High Value,Becoming Loyal
1015,26,6,2136,3,2,2,322,Mid Value,Late Bloomer
1016,66,6,1087,2,2,1,221,Mid Value,High Risk Customer
1017,226,3,2858,1,1,2,112,Low Value,Evasive Customer
1018,26,5,2497,3,2,2,322,Mid Value,Late Bloomer
1019,42,5,2842,3,2,2,322,Mid Value,Late Bloomer
1020,89,4,1531,1,1,1,111,Low Value,Lost Customer
1021,28,8,5048,3,4,4,344,High Value,Potential Customer
1022,83,5,6444,2,2,4,224,Mid Value,High Risk Customer
1023,125,2,492,1,1,1,111,Low Value,Lost Customer
1024,34,8,4560,3,4,4,344,High Value,Potential Customer
1025,60,8,1800,2,4,1,241,Mid Value,Losing Customer
1026,29,7,1313,3,3,1,331,Mid Value,Potential Customer
1027,24,6,1449,3,2,1,321,Mid Value,Late Bloomer
1028,8,7,7562,4,3,4,434,High Value,Very Loyal
1029,30,6,3660,3,2,3,323,Mid Value,Late Bloomer
1030,39,8,4698,3,4,4,344,High Value,Potential Customer
1031,46,3,1463,2,1,1,211,Low Value,Almost Lost Customer
1032,30,8,3191,3,4,3,343,High Value,Potential Customer
1033,14,9,8220,4,4,4,444,High Value,Platinum Customer
1034,104,2,1033,1,1,1,111,Low Value,Lost Customer
1035,13,3,485,4,1,1,411,Low Value,Recent Customer
1036,162,5,3787,1,2,3,123,Low Value,Evasive Customer
1037,73,8,2368,2,4,2,242,Mid Value,Losing Customer
1038,12,4,2079,4,1,2,412,Low Value,Recent Customer
1039,52,7,5258,2,3,4,234,Mid Value,Losing Customer
1040,161,4,1768,1,1,1,111,Low Value,Lost Customer
1041,20,4,2292,3,1,2,312,Low Value,Late Bloomer
1042,35,3,2771,3,1,2,312,Low Value,Late Bloomer
1043,130,10,6933,1,4,4,144,Low Value,Almost Lost Customer
1044,112,5,2205,1,2,2,122,Low Value,Evasive Customer
1045,113,3,2038,1,1,2,112,Low Value,Evasive Customer
1046,52,5,1985,2,2,2,222,Mid Value,High Risk Customer
1047,57,8,2213,2,4,2,242,Mid Value,Losing Customer
1048,133,7,2830,1,3,2,132,Low Value,Almost Lost Customer
1049,32,10,4486,3,4,4,344,High Value,Potential Customer
1050,26,6,2535,3,2,2,322,Mid Value,Late Bloomer
1051,179,5,1294,1,2,1,121,Low Value,Evasive Customer
1052,0,6,3260,4,2,3,423,Mid Value,Becoming Loyal
1053,139,3,1566,1,1,1,111,Low Value,Lost Customer
1054,5,8,3406,4,4,3,443,High Value,Very Loyal
1055,206,2,343,1,1,1,111,Low Value,Lost Customer
1056,24,7,3954,3,3,3,333,High Value,Potential Customer
1057,48,4,3130,2,1,3,213,Low Value,High Risk Customer
1058,116,3,759,1,1,1,111,Low Value,Lost Customer
1059,22,2,1618,3,1,1,311,Low Value,Losing Customer
1060,187,6,2475,1,2,2,122,Low Value,Evasive Customer
1061,24,6,1137,3,2,1,321,Mid Value,Late Bloomer
1062,2,6,4450,4,2,4,424,Mid Value,Becoming Loyal
1063,46,6,3112,2,2,3,223,Mid Value,High Risk Customer
1064,139,3,1398,1,1,1,111,Low Value,Lost Customer
1065,79,6,2753,2,2,2,222,Mid Value,High Risk Customer
1066,166,3,1396,1,1,1,111,Low Value,Lost Customer
1067,232,2,741,1,1,1,111,Low Value,Lost Customer
1068,4,14,4841,4,4,4,444,High Value,Platinum Customer
1069,204,5,1982,1,2,2,122,Low Value,Evasive Customer
1070,0,4,3559,4,1,3,413,Low Value,Recent Customer
1071,39,6,3359,3,2,3,323,Mid Value,Late Bloomer
1072,46,3,2102,2,1,2,212,Low Value,Almost Lost Customer
1073,17,6,2723,4,2,2,422,Mid Value,Becoming Loyal
1074,16,8,4053,4,4,3,443,High Value,Very Loyal
1075,67,7,2242,2,3,2,232,Mid Value,Losing Customer
1076,9,12,8104,4,4,4,444,High Value,Platinum Customer
1077,5,6,1658,4,2,1,421,Mid Value,Recent Customer
1078,18,6,899,3,2,1,321,Mid Value,Late Bloomer
1079,17,4,2306,4,1,2,412,Low Value,Recent Customer
1080,47,3,1857,2,1,2,212,Low Value,Almost Lost Customer
1081,11,5,3227,4,2,3,423,Mid Value,Becoming Loyal
1082,47,5,2832,2,2,2,222,Mid Value,High Risk Customer
1083,266,2,880,1,1,1,111,Low Value,Lost Customer
1084,4,11,6580,4,4,4,444,High Value,Platinum Customer
1085,64,4,1081,2,1,1,211,Low Value,Almost Lost Customer
1086,13,9,4705,4,4,4,444,High Value,Platinum Customer
1087,14,3,1521,4,1,1,411,Low Value,Recent Customer
1088,13,6,3595,4,2,3,423,Mid Value,Becoming Loyal
1089,151,7,2349,1,3,2,132,Low Value,Almost Lost Customer
1090,71,7,1529,2,3,1,231,Mid Value,Losing Customer
1091,4,11,4183,4,4,4,444,High Value,Platinum Customer
1092,202,5,1245,1,2,1,121,Low Value,Evasive Customer
1093,99,9,7159,1,4,4,144,Low Value,Almost Lost Customer
1094,43,7,3632,3,3,3,333,High Value,Potential Customer
1095,14,4,4498,4,1,4,414,Low Value,Recent Customer
1096,55,5,2086,2,2,2,222,Mid Value,High Risk Customer
1097,76,4,666,2,1,1,211,Low Value,Almost Lost Customer
1098,8,8,3879,4,4,3,443,High Value,Very Loyal
1099,110,2,183,1,1,1,111,Low Value,Lost Customer
1100,45,3,1051,2,1,1,211,Low Value,Almost Lost Customer
1101,113,5,4267,1,2,4,124,Low Value,Evasive Customer
1102,21,8,5025,3,4,4,344,High Value,Potential Customer
1103,32,12,7367,3,4,4,344,High Value,Potential Customer
1104,11,7,2568,4,3,2,432,Mid Value,Becoming Loyal
1105,16,2,2712,4,1,2,412,Low Value,Recent Customer
1106,24,9,5691,3,4,4,344,High Value,Potential Customer
1107,48,6,1972,2,2,2,222,Mid Value,High Risk Customer
1108,12,4,1338,4,1,1,411,Low Value,Recent Customer
1109,208,3,683,1,1,1,111,Low Value,Lost Customer
1110,17,6,4574,4,2,4,424,Mid Value,Becoming Loyal
1111,20,7,2561,3,3,2,332,Mid Value,Potential Customer
1112,108,3,1217,1,1,1,111,Low Value,Lost Customer
1113,26,9,6072,3,4,4,344,High Value,Potential Customer
1114,64,4,1774,2,1,1,211,Low Value,Almost Lost Customer
1115,2,9,4631,4,4,4,444,High Value,Platinum Customer
1116,7,3,4053,4,1,3,413,Low Value,Recent Customer
1117,136,10,3427,1,4,3,143,Low Value,Almost Lost Customer
1118,38,4,1858,3,1,2,312,Low Value,Late Bloomer
1119,98,7,5235,1,3,4,134,Low Value,Almost Lost Customer
1120,1,6,1785,4,2,1,421,Mid Value,Recent Customer
1121,7,2,327,4,1,1,411,Low Value,Recent Customer
1122,26,5,3026,3,2,3,323,Mid Value,Late Bloomer
1123,10,5,4235,4,2,4,424,Mid Value,Becoming Loyal
1124,44,3,2742,3,1,2,312,Low Value,Late Bloomer
1125,29,5,2839,3,2,2,322,Mid Value,Late Bloomer
1126,19,4,2135,3,1,2,312,Low Value,Late Bloomer
1127,136,4,2285,1,1,2,112,Low Value,Evasive Customer
1128,26,5,3388,3,2,3,323,Mid Value,Late Bloomer
1129,26,13,6790,3,4,4,344,High Value,Potential Customer
1130,117,5,3784,1,2,3,123,Low Value,Evasive Customer
1131,53,8,6295,2,4,4,244,Mid Value,Losing Customer
1132,44,9,3640,3,4,3,343,High Value,Potential Customer
1133,17,7,5295,4,3,4,434,High Value,Very Loyal
1134,3,7,1733,4,3,1,431,Mid Value,Becoming Loyal
1135,164,3,1758,1,1,1,111,Low Value,Lost Customer
1136,35,6,3451,3,2,3,323,Mid Value,Late Bloomer
1137,5,9,4837,4,4,4,444,High Value,Platinum Customer
1138,124,6,5174,1,2,4,124,Low Value,Evasive Customer
1139,69,4,1434,2,1,1,211,Low Value,Almost Lost Customer
1140,6,13,8533,4,4,4,444,High Value,Platinum Customer
1141,133,5,772,1,2,1,121,Low Value,Evasive Customer
1142,38,4,1841,3,1,2,312,Low Value,Late Bloomer
1143,4,5,3277,4,2,3,423,Mid Value,Becoming Loyal
1144,17,7,5961,4,3,4,434,High Value,Very Loyal
1145,13,2,1172,4,1,1,411,Low Value,Recent Customer
1146,73,2,1294,2,1,1,211,Low Value,Almost Lost Customer
1147,165,6,4173,1,2,3,123,Low Value,Evasive Customer
1148,8,3,1689,4,1,1,411,Low Value,Recent Customer
1149,188,4,2393,1,1,2,112,Low Value,Evasive Customer
1150,103,5,6308,1,2,4,124,Low Value,Evasive Customer
1151,75,5,3449,2,2,3,223,Mid Value,High Risk Customer
1152,24,8,4516,3,4,4,344,High Value,Potential Customer
1153,17,5,2501,4,2,2,422,Mid Value,Becoming Loyal
1154,131,6,958,1,2,1,121,Low Value,Evasive Customer
1155,29,7,2332,3,3,2,332,Mid Value,Potential Customer
1156,40,4,2559,3,1,2,312,Low Value,Late Bloomer
1157,85,7,5037,2,3,4,234,Mid Value,Losing Customer
1158,2,7,4888,4,3,4,434,High Value,Very Loyal
1159,6,4,2352,4,1,2,412,Low Value,Recent Customer
1160,163,3,684,1,1,1,111,Low Value,Lost Customer
1161,12,4,2669,4,1,2,412,Low Value,Recent Customer
1162,136,4,1675,1,1,1,111,Low Value,Lost Customer
1163,48,5,1775,2,2,1,221,Mid Value,High Risk Customer
1164,153,3,346,1,1,1,111,Low Value,Lost Customer
1165,10,9,3286,4,4,3,443,High Value,Very Loyal
1166,14,6,2539,4,2,2,422,Mid Value,Becoming Loyal
1167,10,4,2641,4,1,2,412,Low Value,Recent Customer
1168,59,7,6128,2,3,4,234,Mid Value,Losing Customer
1169,62,7,4318,2,3,4,234,Mid Value,Losing Customer
1170,86,5,3351,1,2,3,123,Low Value,Evasive Customer
1171,34,9,3879,3,4,3,343,High Value,Potential Customer
1172,44,6,3329,3,2,3,323,Mid Value,Late Bloomer
1173,108,3,348,1,1,1,111,Low Value,Lost Customer
1174,8,3,1854,4,1,2,412,Low Value,Recent Customer
1175,218,2,1153,1,1,1,111,Low Value,Lost Customer
1176,77,4,842,2,1,1,211,Low Value,Almost Lost Customer
1177,87,8,2447,1,4,2,142,Low Value,Almost Lost Customer
1178,44,8,5167,3,4,4,344,High Value,Potential Customer
1179,7,4,5068,4,1,4,414,Low Value,Recent Customer
1180,59,4,2305,2,1,2,212,Low Value,Almost Lost Customer
1181,44,10,4513,3,4,4,344,High Value,Potential Customer
1182,5,8,4046,4,4,3,443,High Value,Very Loyal
1183,153,5,4140,1,2,3,123,Low Value,Evasive Customer
1184,5,6,4314,4,2,4,424,Mid Value,Becoming Loyal
1185,9,3,773,4,1,1,411,Low Value,Recent Customer
1186,33,6,2437,3,2,2,322,Mid Value,Late Bloomer
1187,58,4,1130,2,1,1,211,Low Value,Almost Lost Customer
1188,18,2,2299,3,1,2,312,Low Value,Late Bloomer
1189,47,4,1472,2,1,1,211,Low Value,Almost Lost Customer
1190,6,6,2008,4,2,2,422,Mid Value,Becoming Loyal
1191,43,8,1339,3,4,1,341,Mid Value,Potential Customer
1192,79,5,1397,2,2,1,221,Mid Value,High Risk Customer
1193,36,4,962,3,1,1,311,Low Value,Losing Customer
1194,28,8,4148,3,4,3,343,High Value,Potential Customer
1195,19,5,3463,3,2,3,323,Mid Value,Late Bloomer
1196,18,6,1455,3,2,1,321,Mid Value,Late Bloomer
1197,7,4,1559,4,1,1,411,Low Value,Recent Customer
1198,68,6,2323,2,2,2,222,Mid Value,High Risk Customer
1199,43,8,2037,3,4,2,342,Mid Value,Potential Customer
1200,79,9,4075,2,4,3,243,Mid Value,Losing Customer
1201,82,3,807,2,1,1,211,Low Value,Almost Lost Customer
1202,85,3,592,2,1,1,211,Low Value,Almost Lost Customer
1203,7,1,830,4,1,1,411,Low Value,Recent Customer
1204,24,3,183,3,1,1,311,Low Value,Losing Customer
1205,22,9,5828,3,4,4,344,High Value,Potential Customer
1206,83,2,889,2,1,1,211,Low Value,Almost Lost Customer
1207,13,7,1126,4,3,1,431,Mid Value,Becoming Loyal
1208,77,5,3238,2,2,3,223,Mid Value,High Risk Customer
1209,131,2,1809,1,1,1,111,Low Value,Lost Customer
1210,17,9,4716,4,4,4,444,High Value,Platinum Customer
1211,234,4,1495,1,1,1,111,Low Value,Lost Customer
1212,71,3,2331,2,1,2,212,Low Value,Almost Lost Customer
1213,69,7,5490,2,3,4,234,Mid Value,Losing Customer
1214,23,4,3652,3,1,3,313,Low Value,Late Bloomer
1215,77,8,3118,2,4,3,243,Mid Value,Losing Customer
1216,7,4,2156,4,1,2,412,Low Value,Recent Customer
1217,10,7,3270,4,3,3,433,High Value,Becoming Loyal
1218,50,6,4540,2,2,4,224,Mid Value,High Risk Customer
1219,4,3,2015,4,1,2,412,Low Value,Recent Customer
1220,66,5,2476,2,2,2,222,Mid Value,High Risk Customer
1221,9,7,1500,4,3,1,431,Mid Value,Becoming Loyal
1222,51,3,667,2,1,1,211,Low Value,Almost Lost Customer
1223,34,8,2235,3,4,2,342,Mid Value,Potential Customer
1224,47,8,4988,2,4,4,244,Mid Value,Losing Customer
1225,58,4,2078,2,1,2,212,Low Value,Almost Lost Customer
1226,24,5,937,3,2,1,321,Mid Value,Late Bloomer
1227,61,12,4101,2,4,3,243,Mid Value,Losing Customer
1228,132,4,922,1,1,1,111,Low Value,Lost Customer
1229,19,9,3005,3,4,3,343,High Value,Potential Customer
1230,76,2,617,2,1,1,211,Low Value,Almost Lost Customer
1231,175,2,1718,1,1,1,111,Low Value,Lost Customer
1232,4,9,5011,4,4,4,444,High Value,Platinum Customer
1233,14,9,6634,4,4,4,444,High Value,Platinum Customer
1234,85,8,2231,2,4,2,242,Mid Value,Losing Customer
1235,81,3,3476,2,1,3,213,Low Value,High Risk Customer
1236,41,5,3588,3,2,3,323,Mid Value,Late Bloomer
1237,23,11,6961,3,4,4,344,High Value,Potential Customer
1238,101,6,1110,1,2,1,121,Low Value,Evasive Customer
1239,38,7,1795,3,3,1,331,Mid Value,Potential Customer
1240,5,4,3015,4,1,3,413,Low Value,Recent Customer
1241,75,7,1844,2,3,2,232,Mid Value,Losing Customer
1242,17,3,1100,4,1,1,411,Low Value,Recent Customer
1243,70,10,5127,2,4,4,244,Mid Value,Losing Customer
1244,19,5,1968,3,2,2,322,Mid Value,Late Bloomer
1245,71,7,2596,2,3,2,232,Mid Value,Losing Customer
1246,114,2,1769,1,1,1,111,Low Value,Lost Customer
1247,90,4,2848,1,1,2,112,Low Value,Evasive Customer
1248,67,1,182,2,1,1,211,Low Value,Almost Lost Customer
1249,106,5,4269,1,2,4,124,Low Value,Evasive Customer
1250,35,10,6093,3,4,4,344,High Value,Potential Customer
1251,61,4,1481,2,1,1,211,Low Value,Almost Lost Customer
1252,9,7,4548,4,3,4,434,High Value,Very Loyal
1253,4,4,1948,4,1,2,412,Low Value,Recent Customer
1254,37,7,3436,3,3,3,333,High Value,Potential Customer
1255,78,3,287,2,1,1,211,Low Value,Almost Lost Customer
1256,81,6,2068,2,2,2,222,Mid Value,High Risk Customer
1257,256,3,1791,1,1,1,111,Low Value,Lost Customer
1258,52,8,5441,2,4,4,244,Mid Value,Losing Customer
1259,41,7,3342,3,3,3,333,High Value,Potential Customer
1260,66,5,2195,2,2,2,222,Mid Value,High Risk Customer
1261,48,6,1584,2,2,1,221,Mid Value,High Risk Customer
1262,43,3,1355,3,1,1,311,Low Value,Losing Customer
1263,42,6,2951,3,2,3,323,Mid Value,Late Bloomer
1264,2,4,2699,4,1,2,412,Low Value,Recent Customer
1265,7,4,1195,4,1,1,411,Low Value,Recent Customer
1266,257,2,3405,1,1,3,113,Low Value,Evasive Customer
1267,141,4,2557,1,1,2,112,Low Value,Evasive Customer
1268,67,3,1318,2,1,1,211,Low Value,Almost Lost Customer
1269,211,3,935,1,1,1,111,Low Value,Lost Customer
1270,205,4,2113,1,1,2,112,Low Value,Evasive Customer
1271,187,2,950,1,1,1,111,Low Value,Lost Customer
1272,24,10,5029,3,4,4,344,High Value,Potential Customer
1273,23,3,1551,3,1,1,311,Low Value,Losing Customer
1274,14,10,3573,4,4,3,443,High Value,Very Loyal
1275,149,6,1540,1,2,1,121,Low Value,Evasive Customer
1276,100,2,969,1,1,1,111,Low Value,Lost Customer
1277,55,3,1197,2,1,1,211,Low Value,Almost Lost Customer
1278,64,4,721,2,1,1,211,Low Value,Almost Lost Customer
1279,52,6,2422,2,2,2,222,Mid Value,High Risk Customer
1280,106,4,2799,1,1,2,112,Low Value,Evasive Customer
1281,87,3,1186,1,1,1,111,Low Value,Lost Customer
1282,38,8,5521,3,4,4,344,High Value,Potential Customer
1283,93,2,1012,1,1,1,111,Low Value,Lost Customer
1284,78,3,106,2,1,1,211,Low Value,Almost Lost Customer
1285,117,8,6456,1,4,4,144,Low Value,Almost Lost Customer
1286,51,7,2415,2,3,2,232,Mid Value,Losing Customer
1287,67,7,5456,2,3,4,234,Mid Value,Losing Customer
1288,22,5,3227,3,2,3,323,Mid Value,Late Bloomer
1289,11,6,3940,4,2,3,423,Mid Value,Becoming Loyal
1290,44,9,7616,3,4,4,344,High Value,Potential Customer
1291,16,7,5147,4,3,4,434,High Value,Very Loyal
1292,31,5,3607,3,2,3,323,Mid Value,Late Bloomer
1293,239,5,4736,1,2,4,124,Low Value,Evasive Customer
1294,176,3,917,1,1,1,111,Low Value,Lost Customer
1295,29,7,1882,3,3,2,332,Mid Value,Potential Customer
1296,130,4,2793,1,1,2,112,Low Value,Evasive Customer
1297,2,6,2424,4,2,2,422,Mid Value,Becoming Loyal
1298,141,5,4113,1,2,3,123,Low Value,Evasive Customer
1299,6,7,5957,4,3,4,434,High Value,Very Loyal
1300,20,6,6148,3,2,4,324,Mid Value,Potential Customer
1301,12,8,2178,4,4,2,442,Mid Value,Very Loyal
1302,29,13,5336,3,4,4,344,High Value,Potential Customer
1303,10,6,4352,4,2,4,424,Mid Value,Becoming Loyal
1304,3,6,2321,4,2,2,422,Mid Value,Becoming Loyal
1305,142,5,2825,1,2,2,122,Low Value,Evasive Customer
1306,12,6,5486,4,2,4,424,Mid Value,Becoming Loyal
1307,90,9,4526,1,4,4,144,Low Value,Almost Lost Customer
1308,15,5,4757,4,2,4,424,Mid Value,Becoming Loyal
1309,82,4,1400,2,1,1,211,Low Value,Almost Lost Customer
1310,20,5,2289,3,2,2,322,Mid Value,Late Bloomer
1311,37,4,3572,3,1,3,313,Low Value,Late Bloomer
1312,26,4,1292,3,1,1,311,Low Value,Losing Customer
1313,7,8,4753,4,4,4,444,High Value,Platinum Customer
1314,27,6,3092,3,2,3,323,Mid Value,Late Bloomer
1315,5,8,2216,4,4,2,442,Mid Value,Very Loyal
1316,32,5,2152,3,2,2,322,Mid Value,Late Bloomer
1317,10,9,7024,4,4,4,444,High Value,Platinum Customer
1318,7,7,3500,4,3,3,433,High Value,Becoming Loyal
1319,16,5,1579,4,2,1,421,Mid Value,Recent Customer
1320,94,6,1835,1,2,1,121,Low Value,Evasive Customer
1321,103,7,2398,1,3,2,132,Low Value,Almost Lost Customer
1322,63,4,4008,2,1,3,213,Low Value,High Risk Customer
1323,53,7,1695,2,3,1,231,Mid Value,Losing Customer
1324,74,7,2443,2,3,2,232,Mid Value,Losing Customer
1325,82,1,104,2,1,1,211,Low Value,Almost Lost Customer
1326,10,6,3581,4,2,3,423,Mid Value,Becoming Loyal
1327,6,5,2848,4,2,2,422,Mid Value,Becoming Loyal
1328,0,7,5351,4,3,4,434,High Value,Very Loyal
1329,4,11,8352,4,4,4,444,High Value,Platinum Customer
1330,75,6,5101,2,2,4,224,Mid Value,High Risk Customer
1331,5,10,6252,4,4,4,444,High Value,Platinum Customer
1332,31,8,5075,3,4,4,344,High Value,Potential Customer
1333,7,3,1924,4,1,2,412,Low Value,Recent Customer
1334,240,2,719,1,1,1,111,Low Value,Lost Customer
1335,52,7,3332,2,3,3,233,Mid Value,Losing Customer
1336,78,6,3595,2,2,3,223,Mid Value,High Risk Customer
1337,83,6,3417,2,2,3,223,Mid Value,High Risk Customer
1338,231,2,234,1,1,1,111,Low Value,Lost Customer
1339,102,5,4713,1,2,4,124,Low Value,Evasive Customer
1340,28,8,2120,3,4,2,342,Mid Value,Potential Customer
1341,10,4,1213,4,1,1,411,Low Value,Recent Customer
1342,3,5,3822,4,2,3,423,Mid Value,Becoming Loyal
1343,20,4,1317,3,1,1,311,Low Value,Losing Customer
1344,21,3,628,3,1,1,311,Low Value,Losing Customer
1345,43,6,5170,3,2,4,324,Mid Value,Potential Customer
1346,15,9,6736,4,4,4,444,High Value,Platinum Customer
1347,91,6,3745,1,2,3,123,Low Value,Evasive Customer
1348,114,5,5915,1,2,4,124,Low Value,Evasive Customer
1349,43,6,1905,3,2,2,322,Mid Value,Late Bloomer
1350,116,2,1235,1,1,1,111,Low Value,Lost Customer
1351,17,6,4638,4,2,4,424,Mid Value,Becoming Loyal
1352,88,3,1151,1,1,1,111,Low Value,Lost Customer
1353,14,9,3363,4,4,3,443,High Value,Very Loyal
1354,74,3,2464,2,1,2,212,Low Value,Almost Lost Customer
1355,8,5,2713,4,2,2,422,Mid Value,Becoming Loyal
1356,22,6,3853,3,2,3,323,Mid Value,Late Bloomer
1357,12,10,5689,4,4,4,444,High Value,Platinum Customer
1358,3,8,4113,4,4,3,443,High Value,Very Loyal
1359,12,2,1550,4,1,1,411,Low Value,Recent Customer
1360,181,3,1906,1,1,2,112,Low Value,Evasive Customer
1361,28,7,2731,3,3,2,332,Mid Value,Potential Customer
1362,118,2,1736,1,1,1,111,Low Value,Lost Customer
1363,24,7,2744,3,3,2,332,Mid Value,Potential Customer
1364,64,5,2329,2,2,2,222,Mid Value,High Risk Customer
1365,217,4,818,1,1,1,111,Low Value,Lost Customer
1366,54,5,1614,2,2,1,221,Mid Value,High Risk Customer
1367,11,7,2760,4,3,2,432,Mid Value,Becoming Loyal
1368,48,6,3581,2,2,3,223,Mid Value,High Risk Customer
1369,178,4,2503,1,1,2,112,Low Value,Evasive Customer
1370,26,4,839,3,1,1,311,Low Value,Losing Customer
1371,26,4,1270,3,1,1,311,Low Value,Losing Customer
1372,66,6,2935,2,2,3,223,Mid Value,High Risk Customer
1374,39,8,5196,3,4,4,344,High Value,Potential Customer
1375,82,5,1849,2,2,2,222,Mid Value,High Risk Customer
1376,89,6,4576,1,2,4,124,Low Value,Evasive Customer
1377,75,5,2814,2,2,2,222,Mid Value,High Risk Customer
1378,12,6,4881,4,2,4,424,Mid Value,Becoming Loyal
1379,28,5,4337,3,2,4,324,Mid Value,Potential Customer
1380,198,3,2550,1,1,2,112,Low Value,Evasive Customer
1381,113,5,4177,1,2,3,123,Low Value,Evasive Customer
1382,122,2,1946,1,1,2,112,Low Value,Evasive Customer
1383,57,4,3372,2,1,3,213,Low Value,High Risk Customer
1384,36,6,3307,3,2,3,323,Mid Value,Late Bloomer
1385,142,5,2624,1,2,2,122,Low Value,Evasive Customer
1386,106,3,2724,1,1,2,112,Low Value,Evasive Customer
1387,215,1,641,1,1,1,111,Low Value,Lost Customer
